Date : 2026-06-03 18:58:31
Directory : c:\Users\HP\Downloads\Main_Dashboard
Total : 226 files,  66823 codes, 627 comments, 6118 blanks, all 73568 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\HP\Downloads\Main_Dashboard\docs\BUSINESS_EXCELLENCE_SQL_QUERIES.md                                  | Markdown           |      1,213 |          0 |        144 |      1,357 |
| c:\Users\HP\Downloads\Main_Dashboard\drizzle.config.ts                                                        | TypeScript         |         11 |          0 |          2 |         13 |
| c:\Users\HP\Downloads\Main_Dashboard\eslint.config.mjs                                                        | JavaScript         |         16 |          2 |          3 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\features\dashboard\dashboard-page.tsx                                    | TypeScript JSX     |        116 |          4 |          6 |        126 |
| c:\Users\HP\Downloads\Main_Dashboard\features\finance-orders\finance-orders-page.tsx                          | TypeScript JSX     |      1,218 |          0 |         70 |      1,288 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\business-excellence-overview.tsx                            | TypeScript JSX     |      1,732 |          0 |        110 |      1,842 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\business-excellence-page.tsx                                | TypeScript JSX     |      7,789 |         18 |        484 |      8,291 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\demo-cars-list-page.tsx                                     | TypeScript JSX     |        524 |          0 |         36 |        560 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\demo-job-cards-page.tsx                                     | TypeScript JSX     |        852 |          0 |         51 |        903 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\kia-complaints-section.tsx                                  | TypeScript JSX     |      1,131 |          2 |         72 |      1,205 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\kia-proforma-page.tsx                                       | TypeScript JSX     |      1,267 |          1 |         68 |      1,336 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\open-ro-section.tsx                                         | TypeScript JSX     |      1,254 |          2 |         79 |      1,335 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\performance-diagnostics-panel.tsx                           | TypeScript JSX     |        246 |          0 |         18 |        264 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\service-appointment-page.tsx                                | TypeScript JSX     |        552 |          0 |         40 |        592 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\api\client-timing.ts                                                 | TypeScript         |         94 |          0 |         15 |        109 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\api\timing.ts                                                        | TypeScript         |         79 |          0 |         14 |         93 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\auth\app-user.ts                                                     | TypeScript         |        110 |          0 |         24 |        134 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\auth\auth-helpers.ts                                                 | TypeScript         |         24 |          2 |         10 |         36 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\auth\brand-access.ts                                                 | TypeScript         |         29 |          0 |          9 |         38 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\branch-module-access.ts                                              | TypeScript         |        183 |          0 |         21 |        204 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\branches.ts                                                          | TypeScript         |         35 |          0 |         10 |         45 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\business-excellence\comparison.ts                                    | TypeScript         |        166 |          0 |         18 |        184 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\business-excellence\executive-targets.ts                             | TypeScript         |         36 |          0 |          2 |         38 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\business-excellence\workshop-classification.ts                       | TypeScript         |          8 |          0 |          4 |         12 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\dashboard-config.ts                                                  | TypeScript         |         64 |          0 |          5 |         69 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\date-time.ts                                                         | TypeScript         |        114 |          0 |         33 |        147 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\db\index.ts                                                          | TypeScript         |         67 |          3 |         13 |         83 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\db\schema.ts                                                         | TypeScript         |        731 |         32 |         58 |        821 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\finance-orders\access.ts                                             | TypeScript         |        116 |          0 |         24 |        140 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\hooks\use-user-preferences.ts                                        | TypeScript         |        111 |          5 |         20 |        136 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\hooks\use-user-role.ts                                               | TypeScript         |         26 |          1 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\kia-proforma\access.ts                                               | TypeScript         |         33 |          0 |          9 |         42 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\kia-proforma\invoice.ts                                              | TypeScript         |        529 |          0 |         34 |        563 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\kia-proforma\pricing.ts                                              | TypeScript         |        164 |          0 |         19 |        183 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\kia-proforma\server.ts                                               | TypeScript         |         37 |          0 |          8 |         45 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\kia\dealer-branch.ts                                                 | TypeScript         |         20 |          0 |          6 |         26 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\notifications\finance-workflow.ts                                    | TypeScript         |        268 |          0 |         29 |        297 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\notifications\types.ts                                               | TypeScript         |         16 |          0 |          2 |         18 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\notifications\workflow.ts                                            | TypeScript         |        306 |          0 |         37 |        343 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\permissions\registry.ts                                              | TypeScript         |        352 |          0 |         13 |        365 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\permissions\service.ts                                               | TypeScript         |        355 |          0 |         52 |        407 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\purchase-orders\access.ts                                            | TypeScript         |        208 |          0 |         28 |        236 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\redis\cache-utils.ts                                                 | TypeScript         |         92 |          3 |         25 |        120 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\redis\client.ts                                                      | TypeScript         |         27 |          7 |          9 |         43 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\admin.ts                                                    | TypeScript         |         12 |          4 |          2 |         18 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\client.ts                                                   | TypeScript         |         15 |          0 |          2 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\middleware.ts                                               | TypeScript         |         46 |          5 |          9 |         60 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\server.ts                                                   | TypeScript         |         25 |          3 |          3 |         31 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\storage.ts                                                  | TypeScript         |         90 |         24 |         20 |        134 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\utils.ts                                                             | TypeScript         |          5 |          0 |          2 |          7 |
| c:\Users\HP\Downloads\Main_Dashboard\next.config.ts                                                           | TypeScript         |         26 |          0 |          3 |         29 |
| c:\Users\HP\Downloads\Main_Dashboard\package-lock.json                                                        | JSON               |     10,196 |          0 |          1 |     10,197 |
| c:\Users\HP\Downloads\Main_Dashboard\package.json                                                             | JSON               |         68 |          0 |          1 |         69 |
| c:\Users\HP\Downloads\Main_Dashboard\postcss.config.mjs                                                       | JavaScript         |          6 |          0 |          2 |          8 |
| c:\Users\HP\Downloads\Main_Dashboard\proxy.ts                                                                 | TypeScript         |         10 |          8 |          4 |         22 |
| c:\Users\HP\Downloads\Main_Dashboard\public\file.svg                                                          | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\globe.svg                                                         | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\next.svg                                                          | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\sw.js                                                             | JavaScript         |         52 |          0 |         11 |         63 |
| c:\Users\HP\Downloads\Main_Dashboard\public\vercel.svg                                                        | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\window.svg                                                        | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\scratch\init-db.ts                                                       | TypeScript         |         29 |          0 |          4 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-actual-amount-column.sql                                     | MS SQL             |          3 |          3 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-brand-column.sql                                             | MS SQL             |          2 |          5 |          4 |         11 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-bill-images.sql                               | MS SQL             |          6 |          1 |          3 |         10 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-enhancements.sql                              | MS SQL             |        114 |         24 |         21 |        159 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-notifications.sql                             | MS SQL             |        110 |          6 |         19 |        135 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-vendor-details.sql                            | MS SQL             |         10 |          2 |          4 |         16 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\backfill-purchase-order-stage-notifications.sql                  | MS SQL             |         56 |          2 |          2 |         60 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\backup-database-scheduler.js                                     | JavaScript         |         73 |          0 |         13 |         86 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\backup-database.js                                               | JavaScript         |        115 |          0 |         29 |        144 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\business-excellence-relational-indexes.sql                       | MS SQL             |         77 |          2 |         39 |        118 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-admin-user.sql                                            | MS SQL             |         22 |         10 |          6 |         38 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-admin-user.ts                                             | TypeScript         |         76 |         10 |         17 |        103 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-demo-vehicle-details.sql                                  | MS SQL             |         25 |          2 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-demo-vehicle-remarks.sql                                  | MS SQL             |         31 |          3 |          9 |         43 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-finance-orders.sql                                        | MS SQL             |        126 |          0 |         13 |        139 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-kia-proforma.sql                                          | MS SQL             |        170 |          0 |         18 |        188 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-permissions-manager.sql                                   | MS SQL             |        145 |          2 |         12 |        159 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-purchase-orders-table.sql                                 | MS SQL             |        156 |         24 |         29 |        209 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-settings-table.sql                                        | MS SQL             |         24 |          4 |          3 |         31 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\dashboard-performance-optimization.sql                           | MS SQL             |        365 |         25 |         60 |        450 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\fix-notification-timestamps.sql                                  | MS SQL             |         12 |          7 |          5 |         24 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\fix-purchase-order-access-policies.sql                           | MS SQL             |        195 |          1 |         12 |        208 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\fix-purchase-order-denial-status-enum.sql                        | MS SQL             |         19 |          2 |          3 |         24 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\fix-purchase-order-timezones.sql                                 | MS SQL             |         90 |         10 |         25 |        125 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\import-kia-price-details-csv.js                                  | JavaScript         |        287 |          1 |         21 |        309 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\import-kia-proforma-xlsx.js                                      | JavaScript         |        562 |          1 |         34 |        597 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\pre-live-check.js                                                | JavaScript         |         75 |          0 |         17 |         92 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\refresh-dashboard-materialized-views-scheduler.js                | JavaScript         |         85 |          0 |         16 |        101 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\refresh-dashboard-materialized-views.js                          | JavaScript         |         48 |          0 |          9 |         57 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\setup-finance-orders.js                                          | JavaScript         |         43 |          0 |         10 |         53 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\setup-permissions-manager.js                                     | JavaScript         |         29 |          0 |          6 |         35 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\setup-purchase-orders-user.sql                                   | MS SQL             |          3 |         31 |          5 |         39 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\setup-storage-policies.sql                                       | MS SQL             |         23 |          9 |          7 |         39 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\update-admin-user.ts                                             | TypeScript         |         90 |         11 |         22 |        123 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\update-purchase-order-status-enum.sql                            | MS SQL             |         66 |          4 |         11 |         81 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\update-purchase-orders-workflow.sql                              | MS SQL             |        370 |         71 |         60 |        501 |
| c:\Users\HP\Downloads\Main_Dashboard\tailwind.config.ts                                                       | TypeScript         |        180 |          9 |          3 |        192 |
| c:\Users\HP\Downloads\Main_Dashboard\tsconfig.json                                                            | JSON with Comments |         34 |          0 |          1 |         35 |
| c:\Users\HP\Downloads\Main_Dashboard\validate.ps1                                                             | PowerShell         |         30 |          5 |          7 |         42 |
| Total                                                                                                         |                    |     66,823 |        627 |      6,118 |     73,568 |
+---------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
